
 system.sum(listens_album) | year | artist
                      4586 | 2016 |                                  Queridas
                     27311 | 2016 |                       R3di the Dub Hermit
                      2873 | 2016 |                                       ROW
                     13492 | 2016 |                                  Rabbitry
                     33320 | 2016 |                             Rachitik_Data
                     22424 | 2016 |                         Radical Substance
                     45420 | 2016 |                                      Raez
                     36296 | 2016 |                                Randy Bush
                      3640 | 2016 |                                   Ras Mix
                     16844 | 2016 |                         Raul Diaz Palomar
                      9963 | 2016 |                                  Rauppwar
                       922 | 2016 |                               Raviv Paiuk
                      2600 | 2016 |                                     Razen
                     27143 | 2016 |                               Re-Arbeiten
                      2996 | 2016 |                              Reanimadores
                     10852 | 2016 |                              Red Crickets
                      7391 | 2016 |                        Red Plastic Buddha
                      7124 | 2016 |                          Red Star Martyrs
                     27143 | 2016 |                                     Redun
                     29337 | 2016 |                          Reflex Condition
                     30149 | 2016 |                     Regenerated Headpiece
                      9236 | 2016 |                                     Reier
                     21795 | 2016 |                 Reineke Trabouliste Wilke
                     29233 | 2016 |                              Remo De Vico
                     18712 | 2016 |                                     Reole
                     10631 | 2016 |                               Resonancedj
                     46757 | 2016 |            Resonancedj & Giulio Maddaloni
                     28055 | 2016 |                                RetroChuco
                     40870 | 2016 |                             Richard Jonas
                      6753 | 2016 |                                River Cult
                     20715 | 2016 |                               River of No
                     14697 | 2016 |                                   Rob Ray

 system.sum(listens_album) | year | artist
---------------------------+------+--------------------------------------------------------
                      6162 | 2016 |                                        Robyn Hitchcock
                     11396 | 2016 |                                            Rockit Maxx
                     29337 | 2016 |                                              Roger Mpr
                     45420 | 2016 |                                          Roger Plexico
                     13492 | 2016 |                                          Roger Stevens
                     21795 | 2016 |              Roger Stevens Chris Silver T and Fibreman
                     14247 | 2016 |                                         Roman Panatela
                     13492 | 2016 |                                           Ronny Wærnes
                     11187 | 2016 |                                          Rony Friedman
                     35744 | 2016 |                                          Room Of Wires
                     27143 | 2016 |                                           Rory Leitner
                      8666 | 2016 |                                                 Rosali
                     21795 | 2016 |                                           Ross Lambert
                      4754 | 2016 |                                              Rowan Box
                      7224 | 2016 |                                          Rue de Prague
                     27143 | 2016 |                                       Rumbus Merrylegs
                       869 | 2016 |                                                Running
                     55836 | 2016 |                                           RÉGIS VICTOR
                      3034 | 2016 |                                                 Réelle
                     12229 | 2016 |                                                    SAA
                      8430 | 2016 |                                                  SANMI
                      7696 | 2016 |                                                  SAVAK
                      8430 | 2016 |                                              SHOMOMOSE
                     27311 | 2016 |                                      SKGs Dub Alliance
                     14799 | 2016 |                                                    SLP
                     14799 | 2016 |                                      SLP + Mister Drey
                      3851 | 2016 |                                                  SRVTR
                     23984 | 2016 |                                                 SUBSET
                      4427 | 2016 |                                                 SULCUS
                      9181 | 2016 |                                                SUSIJAT
                      8430 | 2016 |                                           SWAN KID SUE
                     10674 | 2016 |                                              Safir Nou
                     14799 | 2016 |                               Salakapakka Sound System
                     14799 | 2016 | Salomè Lego Playset + Kenji Siratori + Susanna Laterza
                     14799 | 2016 |                  Salomè Lego Playset + Susanna Laterza
                      1961 | 2016 |                                            Samuel Bone
                     29337 | 2016 |                                              Sang Mort
                     29337 | 2016 |                                              Sanrensei
                     10631 | 2016 |                                                 Sarana
                     14026 | 2016 |                                          Sasha Mishkin
                      9350 | 2016 |                                            Savoy Motel
                     29337 | 2016 |                                        Scattered Order
                     13283 | 2016 |                                            Schemawound
                     22424 | 2016 |                                             Schizoidal
                     27143 | 2016 |                                         Scholda & Qebo
                    658765 | 2016 |                                           Scott Holmes
                     40747 | 2016 |                                           Scott Jacobs
                     39613 | 2016 |                                             Scott Nice
                     22445 | 2016 |                                               Scrapple
                       870 | 2016 |                                      Screaming Females
                      7160 | 2016 |                                               Sea Offs
                     19232 | 2016 |                                                  Seazo
                     36296 | 2016 |                                           Secret Lover
                      9136 | 2016 |                                   Seido Salifoski Band
                    117065 | 2016 |                                    Sergey Cheremisinov
                      4778 | 2016 |                                    Shadows On The Snow
                      2748 | 2016 |                                                Sherita
                     12205 | 2016 |                                             Shhjjjjjjj
                      5983 | 2016 |                                                  Shoeg
                     27143 | 2016 |                                           Shutterspeed
                      4864 | 2016 |                                 Sick To The Back Teeth
                     36296 | 2016 |                                             Sidy Maiga
                     21795 | 2016 |                      Siegfried Kärcher and John Bisset
                     13492 | 2016 |                                             Sieqsonick
                     27143 | 2016 |                                          Sigma_Algebra
                     27143 | 2016 |                                       Silent Strangers
                      4859 | 2016 |                                          Silver Apples
                     10331 | 2016 |                                          Simon Waldram
                     15609 | 2016 |                                       Simone DAnnunzio
                     16649 | 2016 |                                             Simple CUT
                     25854 | 2016 |                                                  Sina.
                      4289 | 2016 |                                                   Sisu
                     27143 | 2016 |                                            Sixty Drops
                     28055 | 2016 |                                                  Skaen
                     28055 | 2016 |                                     Skaen & TIGERBERRY
                     36296 | 2016 |                                              Snowplows
                     29580 | 2016 |                                       So Far As I Know
                     29337 | 2016 |                       So There & The Hare and the Moon
                     29337 | 2016 |                                         Sole & Surreal
                     27143 | 2016 |                                              Solipsism
                      2867 | 2016 |                                             Solo Organ
                     27143 | 2016 |                                          Somatic Waves
                      4378 | 2016 |                                    Sonny & The Sunsets
                     13492 | 2016 |                                          Sound Inhaler
                      8091 | 2016 |                            Space Monkey Death Sequence
                     45420 | 2016 |                                                  Spark
                      2324 | 2016 |                                         Spinning Ratio
                     60531 | 2016 |                                            Squire Tuck
                     29337 | 2016 |                                                St Noiz
                     25779 | 2016 |                                           Starcardigan
                     24153 | 2016 |                                         State Champion
                     14533 | 2016 |                                           Static Means
                     59798 | 2016 |                                     Stellar Collective
                     93173 | 2016 |                                            Steve Combs
                     13492 | 2016 |                                               Stormhat
                     25110 | 2016 |                                                  Stray
                     27143 | 2016 |                                                Subkoks
                     35287 | 2016 |                                  Subversive Intentions
                      6905 | 2016 |                                            Suppression
                      2239 | 2016 |                                                Supruli

 system.sum(listens_album) | year | artist
---------------------------+------+-------------------------------------
                      7391 | 2016 |                              Suzies
                     28175 | 2016 |                         Swin Deorin
                      5118 | 2016 |                      Sylvie Simmons
                     27143 | 2016 |                             Symplex
                     99458 | 2016 |                            Synapsis
                     33320 | 2016 |                        Syndrome WPW
                     42603 | 2016 |                             Syndrôm
                      2719 | 2016 |                            Synflict
                     30075 | 2016 |                          TIGERBERRY
                     28055 | 2016 |             TIGERBERRY & Tony Krunk
                    262997 | 2016 |                           TRG Banks
                     13492 | 2016 |                            Tae Ateh
                     36296 | 2016 |                         Taina Asili
                      2918 | 2016 |              Taiwan Housing Project
                     16463 | 2016 |                            Taker 51
                     59798 | 2016 |            Tales of Painting & SPCZ
                      2614 | 2016 |                            Talugung
                     22602 | 2016 |                      Tarred Brigade
                     25110 | 2016 |                               Taseh
                      6770 | 2016 |                          Telegraphy
                     21795 | 2016 |                         Ten Machine
                     14533 | 2016 |                      Tercera Colina
                     10369 | 2016 |                        Terratombats
                     33320 | 2016 |                  Terrificolor & C_C
                      7231 | 2016 |                       Terry & Louie
                     92906 | 2016 |                  Tha Silent Partner
                      1847 | 2016 |                           The Above
                     64173 | 2016 |                       The Agrarians
                      1023 | 2016 | The Allentown Ocean Good Times Band
                      9292 | 2016 |      The Basic Income Earth Network
                     29714 | 2016 |               The Blessed Cassettes
                      6245 | 2016 |           The Bribe and the Mockery
                     15584 | 2016 |                    The Cheese Mites
                      9679 | 2016 |                          The Chills
                      5757 | 2016 |                     The Coathangers
                      7391 | 2016 |              The Cult Of Dom Keller
                     21795 | 2016 |              The Cypress Experiment
                      7778 | 2016 |                The Deafening Colors
                     29337 | 2016 |                    The ElectroLoser
                     56061 | 2016 |                  The Fucked Up Beat
                     11736 | 2016 |                      The Great Cold
                     34823 | 2016 |                   The Homeless Kids
                    112585 | 2016 |                    The Impossebulls
                     16502 | 2016 |                         The Jeanies
                     25277 | 2016 |                The Kyoto Connection
                     11029 | 2016 |                   The Loving Knives
                      5983 | 2016 |                           The Muffs
                      7391 | 2016 |                         The Myrrors
                      7391 | 2016 |                     The NIght Beats
                      5076 | 2016 |                    The New Geometry
                     37133 | 2016 |        The New Mystikal Troubadours
                      7321 | 2016 |                      The Nude Party
                     29337 | 2016 |              The One-eyed Tricycles
                      7391 | 2016 |                     The Orange Drop
                      7391 | 2016 |                     The Oscillation
                     77837 | 2016 |               The Polish Ambassador
                     36296 | 2016 |                         The Quahogs
                     65559 | 2016 |           The Rope River Blues Band
                     17487 | 2016 |                    The Sharp Things
                     22424 | 2016 |                     The Shining Men
                     12075 | 2016 |           The Spectacular Fantastic
                      7135 | 2016 |         The Sun Through A Telescope
                     21795 | 2016 |                     The Third Chain
                     11809 | 2016 |                 The Trash Gentlemen
                     29337 | 2016 |               The Truth About Frank
                      2229 | 2016 |           The Unspeakable Practices
                     27143 | 2016 |                         The Wee DJs
                     21452 | 2016 |                              Thorn1
                     51690 | 2016 |                   Three Chain Links
                     25779 | 2016 |                         Tiger Waves
                     25779 | 2016 |                 Timezone LaFontaine
                     28170 | 2016 |                             Tiruset
                     23087 | 2016 |                             Titanik
                      4352 | 2016 |                    Titus Andronicus
                     35287 | 2016 |                          Ton Haring
                     27143 | 2016 |                              Topher
                    106296 | 2016 |                         Tri-Tachyon
                     27143 | 2016 |                           Trichrome
                     16532 | 2016 |                       Trillion Catz
                     21795 | 2016 |                              Trio 1
                     21795 | 2016 |                              Trio 3
                     17638 | 2016 |                          Trip.Logic
                     27143 | 2016 |                          Triple_Sun
                     29337 | 2016 |                              Trodza
                     14649 | 2016 |                         Turnip King
                     29337 | 2016 |              Twilight Transmissions
                     30800 | 2016 |                           Twin Guns
                     29337 | 2016 |             Twin Realities Dreamers
                     29337 | 2016 |                          Two Clowns
                     29337 | 2016 |                                Tzii
                     14247 | 2016 |                                Tëal
                     36776 | 2016 |  UP Paolo Pavan Pasqualino Ubaldini
                     29337 | 2016 |             Ubuntu Sound Antisystem
                     27143 | 2016 |                          Uho Za Oko
                      8136 | 2016 |                          Ultra Bide
                     59798 | 2016 |                     Unchained Zebra
                     14328 | 2016 |                   Underground Horns
                     87744 | 2016 |              Unheard Music Concepts
                     13492 | 2016 |         Union Furnace Meets Robodub
                      1767 | 2016 |          Unique Comme Tout le Monde

 system.sum(listens_album) | year | artist
---------------------------+------+--------------------------------------------------------
                     41116 | 2016 |                                                Unthunk
                     29337 | 2016 |                                                  Unune
                     22424 | 2016 |                                           Urmal Vesnat
                      5377 | 2016 |                                       Urs Graf Consort
                     13492 | 2016 |                                             VA and LIL
                     25528 | 2016 |                                                  VYVCH
                     29337 | 2016 |                                      Valerio Orlandini
                      3553 | 2016 |                                                 Vanity
                     27143 | 2016 |                                         Veronica Green
                     33320 | 2016 |                                                 Vicnet
                      6625 | 2016 |                                 Violet And The Mutants
                     26170 | 2016 |                                  Violeta Päivänkakkara
                    221970 | 2016 |                                           Vir Nocturna
                    169700 | 2016 |                                                Visager
                     29337 | 2016 |                                Vivid Tribe Of Psychics
                      4794 | 2016 |                                                Vukovar
                      6362 | 2016 |                                                W.H.W.Y
                     14799 | 2016 |                                                 W.H.Y.
                     25779 | 2016 |                                              WONDERFLU
                      6148 | 2016 |                                          Waco Brothers
                      4904 | 2016 |                                                 Wahyas
                     27143 | 2016 |                                        Walking Machine
                     33320 | 2016 |                                         Wankers United
                     18712 | 2016 |                                                 Wasaru
                     27143 | 2016 |                                               Weldroid
                      6175 | 2016 |                                     Weldroid & Friends
                     20715 | 2016 |                                            Wesqk Coast
                     54578 | 2016 |                                        Westy Reflector
                      4325 | 2016 |                                           When We Live
                     29337 | 2016 |                                                Whereas
                     21951 | 2016 |                                               Whodiniz
                     14030 | 2016 |                                              Wildlight
                     13492 | 2016 |                   Wilhelm Matthies and Jared C. Balogh
                     21205 | 2016 |                                                Winjer3
                     27143 | 2016 |                                            Wolf Asylum
                     59798 | 2016 |                                                  XP-43
                     36296 | 2016 |                                                XR Tabs
                     29337 | 2016 |                                         XtetX Ensemble
                     22424 | 2016 |                                               Xtremist
                      4924 | 2016 |                              Yale Womens Slavic Chorus
                     29337 | 2016 |                                       Yellow Salamandr
                     29337 | 2016 |                                             Yiffchrist
                     25854 | 2016 |                                             YlangYlang
                     29337 | 2016 |                                              Yoshiwaku
                      8136 | 2016 |       Your Marginally Talented Photographer Girlfriend
                     11797 | 2016 |                                                  Yrrow
                     27143 | 2016 |                                                  Z-Arc
                     59798 | 2016 |                                        Zacarias Malden
                      8367 | 2016 |                                                   Zapa
                     22424 | 2016 |                                          Zen Pragmatic
                      2115 | 2016 |                                                   Zena
                     27311 | 2016 |                                       Zentash Gigawatt
                     14519 | 2016 |                          Zephaniah And The 18 Wheelers
                     10258 | 2016 |                                               Zerodent
                     25779 | 2016 |                                                Zifhang
                     21795 | 2016 |                                                Zilmrah
                     21795 | 2016 |                       Ziurmuzik and Nick Endee Ocitned
                      3119 | 2016 |                                             Zli jezici
                      2636 | 2016 |                                             Zreen Toyz
                     13593 | 2016 |                                          Zé Trigueiros
                     13492 | 2016 |                                               [0.11487
                     13492 | 2016 |                                                  [BOX]
                     10631 | 2016 |                                         a_Mood project
                     15601 | 2016 |                                              aboombong
                       941 | 2016 |                     alice hui-sheng chang - jason kahn
                     15230 | 2016 | amanda irarrazabal - cecilia lópez - cecilia quinteros
                      1122 | 2016 |                                    ana maría romano g.
                     25854 | 2016 |                                                arandel
                      2398 | 2016 |                                          asha tamirisa
                     11553 | 2016 |                                           beat.dowsing
                      1776 | 2016 |                                          beth mcdonald
                      1599 | 2016 |                                c. reider - jeph jerman
                      2972 | 2016 |                                               causings
                      3674 | 2016 |                   ce françois couture & aubert couture
                     11670 | 2016 |                                             chloe orin
                      2044 | 2016 |                                       chloe orin x ono
                     96393 | 2016 |                                                chēēZ π
                     25272 | 2016 |                                                 dadala
                     17109 | 2016 |                            daniel barbiero - ken moore
                     70530 | 2016 |                                               dgtldrmr
                     27427 | 2016 |                                        dioxadol borges
                      1870 | 2016 |                                              dustmotes
                      7468 | 2016 |                                                    e.p
                     14576 | 2016 |                                         el zombi flash
                      1927 | 2016 |                           elbio barilari and andy cohn
                     27143 | 2016 |                                            epitomeZero
                      4374 | 2016 |                                                  eriza
                     27143 | 2016 |                                                    exm
                      5243 | 2016 |                                           exm | Nonima
                      1360 | 2016 |                                        experiMENTALien
                     15978 | 2016 |                                                gunctrl
                      3720 | 2016 |                                               hhhnihhh
                      4965 | 2016 |                     ilia belorukov and lauri hyvarinen
                     46102 | 2016 |                                               junior85
                     38621 | 2016 |                                             keith helt
                     10939 | 2016 |                                        kirill shirokov
                      4784 | 2016 |                                              krackatoa
                     25854 | 2016 |                                                  kyoka
                     13492 | 2016 |                                       laughingstock101
                      1247 | 2016 |                                            look orion!

 system.sum(listens_album) | year | artist
---------------------------+------+----------------------------------------
                     32120 | 2016 |                            los pilotos
                      9288 | 2016 |                             lost-radio
                      2811 | 2016 |                        luong hue trinh
                     15229 | 2016 |                                   mGee
                      8430 | 2016 |                        mitsuru shimizu
                      1620 | 2016 |                            morten rasz
                     13492 | 2016 |                            mutanT.R.I.
                     25854 | 2016 |                                   noah
                     26975 | 2016 |                              notforme!
                     25854 | 2016 |                                   ouri
                     12490 | 2016 |            owczarek caicedo ponsa trio
                      6131 | 2016 |                            pat moonchy
                      2259 | 2016 |         pat moonchy and angelo contini
                     33582 | 2016 |                               pavlove.
                     70530 | 2016 |                            pretochines
                     29337 | 2016 |                          radiantOpaque
                      7647 | 2016 |                            reid karris
                     25854 | 2016 |                          rêves sonores
                      1048 | 2016 |                                   saQi
                     16615 | 2016 |                          sarah rasines
                     25854 | 2016 |                          shakai mondai
                      9536 | 2016 |                            sonicbright
                     31169 | 2016 |                        spinningmerkaba
                     25854 | 2016 |                       strangerfamiliar
                     19256 | 2016 |                                suRRism
                     25854 | 2016 |                               sun pack
                     27143 | 2016 |                             sun-inside
                      6508 | 2016 |                                 talons
                     12474 | 2016 |                   the silence industry
                     25854 | 2016 |                             tide jewel
                      8430 | 2016 |                        tomonari nozaki
                     12117 | 2016 |                              transient
                     27143 | 2016 |                            translūcēre
                     29337 | 2016 |                                tuonela
                      8430 | 2016 |                                   unmo
                      4113 | 2016 |                               vavabond
                     27143 | 2016 |                                  yan_g
                     25854 | 2016 |                           year of glad
                      7248 | 2016 |                                  ykymr
                     29337 | 2016 |                              z_deleted
                     25854 | 2016 |                                 zohara
                     35287 | 2016 |                               {AN} Eel
                     25854 | 2016 |                                ¡FLIST!
                     13492 | 2016 |                      Øystein Jørgensen
                     11915 | 2016 |                           ИЗ-ПОД ЗЕМЛИ
                      2420 | 2016 |                       Карлик Йоханссон
                      5313 | 2016 |                         Митрий Гранков
                      5732 | 2016 |   На 100 Процентов Отмудоханная Бабуля
                     21266 | 2016 |               почему коммутатор молчит
                     32282 | 2016 |                смерть в летнюю полночь
                     28055 | 2016 |                               †LOΛΣΓS†
                      4011 | 2017 |                                      -
                       271 | 2017 |                                  -ono-
                      5586 | 2017 |                      6128F_CRIVELLATOR
                      2166 | 2017 |                     A Patch Of Nettles
                     16442 | 2017 |                                 ASOTWL
                      1206 | 2017 |                                  AWOTT
                      1478 | 2017 |                                Abishai
                      3224 | 2017 |                              Absolutus
                      2166 | 2017 |                          Adrian Carter
                     13067 | 2017 |                         Adrianna Krikl
                     14648 | 2017 |                              Aerologic
                      2166 | 2017 |                          Agitation Phi
                      2166 | 2017 | Agitation Phi & Thee Uncondemning Monk
                     16729 | 2017 |                           Aglow Hollow
                      6243 | 2017 |                            Alen Ilijić
                      9482 | 2017 |                     Alessandro Dinetti
                      6196 | 2017 |                             Alex Mason
                      6196 | 2017 |                Alex Mason-Artem Gribov
                      6196 | 2017 |          Alex Mason-BlackSunAeon Music
                      6196 | 2017 |           Alex Mason-The Minor Emotion
                      1643 | 2017 |                                 Amarah
                      2186 | 2017 |                         Ambient Fabric
                      9551 | 2017 |                        An Tsiombail 23
                     11717 | 2017 |                             Androvirus
                      9551 | 2017 |                 Androvirus & Yoshiwaku
                      2166 | 2017 |                            Anti Symbol
                      2166 | 2017 |                                Arcaïde
                      9551 | 2017 |                                 Ardleg
                      2166 | 2017 |                     Ardleg & Yoshiwaku
                      2166 | 2017 |                             Arno Bruil
                      8172 | 2017 |                          Artofescapism
                      9551 | 2017 |                              Arvo Zylo
                      9551 | 2017 |                       Ask Heroin Sally
                      5586 | 2017 |                            Audio Hater
                     12499 | 2017 |                            Ava Zandieh
                      2166 | 2017 |  Ayato & Naoki Ishida feat. Mescalibur
                      9551 | 2017 |                    Ayato & Planetaldol
                      9551 | 2017 |                                   Azar
                     14136 | 2017 |                                  BVBEL
                       794 | 2017 |                          Balkan Fields
                      2166 | 2017 |                              Banmaskim
                     14648 | 2017 |                            Beat Doctor
                      2186 | 2017 |                             Bengalfuel
                      2166 | 2017 |                            Berger Rond
                      2959 | 2017 |                              Berthelot
                       767 | 2017 |                           Black Masala
                      5586 | 2017 |                          Blaming Waves
                     14648 | 2017 |                           Blastculture
                       610 | 2017 |                            Blato Zlato

 system.sum(listens_album) | year | artist
---------------------------+------+------------------------------------------
                      3183 | 2017 |                              Bloodington
                      2166 | 2017 |                              Bloody Blue
                     30110 | 2017 |                        Blue Dot Sessions
                      7526 | 2017 |                        Bradley The Buyer
                      2166 | 2017 |                              Brian Routh
                      2427 | 2017 |                 Bullshit Market x Pollux
                     20144 | 2017 |        Burton Stehly and Jared C. Balogh
                      6243 | 2017 |                            Cabrini Green
                     20144 | 2017 |         Cale Muffley and Jared C. Balogh
                      1027 | 2017 |                           Captive Portal
                      2186 | 2017 |                             Cezar & MaCu
                      2186 | 2017 |                    Charles Eric Charrier
                      9551 | 2017 |                          Charles Premier
                     21743 | 2017 |                           Cheese N Pot-C
                      9551 | 2017 |                    Chicago Words Brigade
                     11717 | 2017 |                                Chromatic
                      2166 | 2017 |                                    Clown
                     14152 | 2017 |                       Concealed Sequence
                      9551 | 2017 |                       Convivial Cannibal
                     11717 | 2017 |                                   CorteX
                      4833 | 2017 |                             Cousin Silas
                      1071 | 2017 |                                    Coven
                      9551 | 2017 |                                Crash Duo
                      5325 | 2017 |                      Csum and Sacha Rush
                     14648 | 2017 | Cut & Blast feat. Psychadelik Pedestrian
                      9551 | 2017 |                                   Cybird
                      6747 | 2017 |                                 D SMILEZ
                       925 | 2017 |                              DEREK PIOTR
                      5586 | 2017 |                             DJ Scratchin
                      6243 | 2017 |                      Dako Loop Orchestra
                      2166 | 2017 |                                Damarylis
                      6243 | 2017 |                           Dave Fuglewicz
                       389 | 2017 |                              Dave Keifer
                      9551 | 2017 |                          David M Paganin
                      2166 | 2017 |                            De Dreyt Nien
                      3867 | 2017 |                          Delhi Swim Club
                      5586 | 2017 |                         Demoiselle Döner
                      2166 | 2017 |                          Denis Frajerman
                     20144 | 2017 |        Diqua Grinson and Jared C. Balogh
                      2166 | 2017 |                              DivineBrick
                      9551 | 2017 |                                Doedelzak
                     11717 | 2017 |                                 Douzirec
                      3424 | 2017 |                                 Downbeat
                       620 | 2017 |                            Downer Canada
                      2166 | 2017 |                               Dr Shalako
                      3183 | 2017 |                                Dr. Zilog
                      2166 | 2017 |                              Dream Drunk
                      2166 | 2017 |                     Drosera Rotundifolia
                      4091 | 2017 |                                 DubRaJah
                      6991 | 2017 |                                    Dunai
                      5221 | 2017 |                                Dust Mill
                      7050 | 2017 |                        Dyslexic Fudgicle
                      2166 | 2017 |                            Désir de mort
                      4954 | 2017 |                                  E-Shine
                      9551 | 2017 |                                      EON
                     13205 | 2017 |                          Elemental Noise
                       610 | 2017 |                              Eli Keszler
                     11717 | 2017 |                Emperor of the dust mites
                     17843 | 2017 |                             Enrico Falbo
                       793 | 2017 |                            Eternal Black
                      9551 | 2017 |                            Ethnomite Pux
                      2166 | 2017 |                                  Exomène
                      3531 | 2017 |                                   Ffiper
                      3531 | 2017 |                         Ffiper x dep∅wer
                      5626 | 2017 |                            Finn Anderson
                     11717 | 2017 |                               Fiorella16
                     25554 | 2017 |                                  Fleslit
                      7481 | 2017 |                         Forget the Whale
                      5586 | 2017 |                            Formicophilia
                      1051 | 2017 |                           France Sauvage
                      5586 | 2017 |                    From the Willowmeadow
                      3183 | 2017 |                           FxCK YOU PUNK!
                      3183 | 2017 |                                 Gamaliel
                      9497 | 2017 |            Gary Wilson and Tredici Bacci
                      3867 | 2017 |                             Gefilte Fist
                      2166 | 2017 |                        Gestalt OrchestrA
                      1707 | 2017 |                                     Glas
                     12499 | 2017 |                              Golden Grey
                      2186 | 2017 |                               Gromki Dot
                      1599 | 2017 |            Hank Wood and the Hammerheads
                      3183 | 2017 |                             Hatred Alive
                      9551 | 2017 |    Her Trusty Dream Tiger feat. Lemonade
                     17218 | 2017 |                              Herr Doktor
                      9551 | 2017 |                               Hipercarga
                      1714 | 2017 |                               Humanfobia
                      9551 | 2017 |                             Ian Haygreen
                      5048 | 2017 |                              Ibuki Fkuda
                      1659 | 2017 |                               Ihtimanska
                      2861 | 2017 |                                Incentive
                      2186 | 2017 |                 Irene La Sen & Jazznoize
                      2581 | 2017 |                           Isaac Chambers
                      3183 | 2017 |                           Isle of Deceit
                       254 | 2017 |                              Iva Bittova
                      6243 | 2017 |                           Ivan Čkonjević
                      4524 | 2017 |                                 JBlanked
                      5586 | 2017 |                                 Janmeeba
                     20144 | 2017 |                          Jared C. Balogh
                      9551 | 2017 |                         Jean-Luc Grodard
                      2166 | 2017 |                             Jeff Sampson
                      2166 | 2017 |            Jeff Sampson & Collision Sect

 system.sum(listens_album) | year | artist
---------------------------+------+-----------------------------------------
                      2166 | 2017 |                                 JimiMod
                      6243 | 2017 |                           Joseph Damman
                      2166 | 2017 |      Judith Juillerat feat. Tugba Varol
                       780 | 2017 |                             Julie Byrne
                      3659 | 2017 |                       Julien A. Lacroix
                     11717 | 2017 |                                 KHAOMAN
                     11141 | 2017 |                               Kai Engel
                      5586 | 2017 |                              Kai Nobuko
                      2166 | 2017 |                                   Kalam
                      5827 | 2017 |                         Kathleen Martin
                      9551 | 2017 |                             Kecap Tuyul
                      2166 | 2017 |                              Keith Hill
                     69931 | 2017 |                                  Keshco
                      9551 | 2017 |            Khaoman - Ardleg - Yoshiwaku
